gene,logFC,logCPM,F,PValue,FDR
AP000769.1,0.59326484287584,0.940513409565051,7.37183391498085,0.0117087681758772,0.592619982383809
EDNRB,-0.659551165314487,2.09667818874752,7.36902158318382,0.0117221815005151,0.592619982383809
SYT13,-1.23529071064805,-1.7015270010644,7.34013739924136,0.0119355471899541,0.592619982383809
KLRD1,-0.586101369505567,-1.78961316318476,7.33628162233225,0.0119378347922201,0.592619982383809
AC008040.1,0.664121944495142,-2.6700176580408,7.32710082852519,0.0120734046267717,0.592619982383809
GBP2,0.582701949689346,4.70958590340097,7.27088544790916,0.0122274412183201,0.592619982383809
MEST,0.672013717169176,0.88734465380891,7.2022492003754,0.0125964782647024,0.592619982383809
IRX5,-0.893176507688348,0.502658496517828,7.1694716613846,0.0127772825652551,0.592619982383809
TYMS,-0.695182155786566,1.33859129713026,7.16673887065376,0.0127910939053341,0.592619982383809
KCNC1,-1.11489934115779,-0.119864814529094,7.15037213903887,0.0128863873477669,0.592619982383809
ARHGEF28,-0.853044999750904,0.194758258035395,7.13915977039117,0.0129471412789397,0.592619982383809
CCDC3,-0.8658656217437,3.4347647783502,7.13521958094997,0.0129662717187078,0.592619982383809
SBK2,-1.36985511372342,-0.506280963473323,7.13156027397646,0.012996979484094,0.592619982383809
CDKN1A,1.59378357303617,3.88476191435551,7.12088322645003,0.0130471907055513,0.592619982383809
CLCN5,0.624791635513179,2.45858361787968,7.06113667608157,0.0133904990902871,0.593053418284604
PANX1,1.26249040605223,5.67850169210017,7.0162838784299,0.013654416906555,0.598471055041634
