"",all_results,benchmark
lu_adc_GSE123902_GSM3516673_134522378053918,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134522378603227,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134522378771877,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134522378835676,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134530788183283,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134530802767588,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134530802861931,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134530815617332,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134530833771748,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134530833995684,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531727349686,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531727869787,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531741824868,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531741833643,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531742055670,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531742059894,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531742087022,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531742353261,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531742653852,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134531773491622,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134539646262628,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134539646553331,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134539660971236,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134539660975398,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134539673299364,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134539692173100,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134539692662044,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540451794284,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540452022621,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540452088165,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540466014574,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540466538716,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540478559981,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540478597939,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540479052075,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540497677037,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134540497698078,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592125130525,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592125659995,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592125684979,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592125942070,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592140065205,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592140588918,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592152652140,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592171460980,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592171526501,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134592171526901,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134600580873117,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134600581311789,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134600595524892,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134600608147870,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936662788509,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936676690156,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936676984604,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936677497590,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936689589542,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936689794403,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936689797411,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936708110707,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134936708921075,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134938004703156,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134938018835230,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134938019186989,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134938032266547,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_134938051112308,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135014240697139,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135014267439838,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135014267448611,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135014267602797,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135014267931886,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135064437348700,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135064452787444,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135064483712349,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081886104365,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081886116708,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081886149539,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081913169710,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081913182004,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081913640814,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081913662686,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081931795307,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081931959076,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081932016949,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081932307828,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135081932568822,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135149143840995,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135149156679006,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135149175594334,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150471141156,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150471329581,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150471395245,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150471407413,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150486308637,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150498700509,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150498856229,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150498900398,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135150517540660,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571511929691,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571512126758,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571512441205,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571526863222,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571527056228,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571527289782,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571539192228,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571539417907,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135571558513524,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135699958290668,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135699959003942,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135699972906412,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135699973692764,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135699973696862,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135699973752750,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135700005141227,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_135700005178155,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155842549860212,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155842564811997,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155842565060843,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155842565064622,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155842596457269,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155842596460766,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155842596489500,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155888869625059,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155888869885805,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155888870082419,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155888870092197,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155888882173798,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155888882503078,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155888901548398,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155888901569259,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911403235046,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911403554606,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911404010278,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911404018547,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911417936286,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911417944862,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911417969958,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911418235110,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911418402667,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911430552358,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155911449332149,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155971398588150,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155971398842158,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155971413240748,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155971413564710,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155971414084979,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155971426405093,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155971426674483,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155972606834595,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155972621724980,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155972633745821,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_155972652952363,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024146873068,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024146914101,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024160799462,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024161090923,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024161123179,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024173976797,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024192559915,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024192808692,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156024193043172,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156453508930996,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156453523536310,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156453535923419,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156453536454564,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156453555301278,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156463306521325,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156463321274717,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156463334541622,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156463352932660,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156463353518363,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156515920689518,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156515934521693,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156515947899188,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156515947927836,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156515965983662,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156515966078246,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156515966831861,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156933471296733,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156933471717285,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156933472050484,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156933485874012,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156933486208884,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156933486492006,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_156933498517229,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004338445621,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004338941228,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004353719013,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004366268659,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004366298333,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004366301596,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004384352606,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004384398252,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004384561012,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004384845164,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004384877918,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157004384882012,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157071984740587,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157071999350635,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157072011156398,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157072011450155,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157072030615790,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157072030808931,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157140449934134,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157140450405598,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157140450494382,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157140462254502,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157140462550389,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157140481595741,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157140481849646,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157477590125478,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157477605071284,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157477605330332,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157477617752358,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157477636594972,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486582721309,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486582786870,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486583049116,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486597166965,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486597199798,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486597455211,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486597748979,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486597983580,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486610299189,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486628588902,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486628620651,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157486629411227,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157536914094430,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157536914687835,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157536928820150,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157536928840115,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157536928845043,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157536941914861,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537746700637,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537747252980,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537747454894,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537747556779,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537765899182,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537766061877,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537766131437,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537766135604,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157537766173028,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157562550209381,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157562550467508,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157562564396982,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157562564885916,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157562577565598,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157562577739173,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157613955405604,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157613970377563,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157613982672619,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684150949662,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684151049437,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684151302366,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684151564661,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684165667612,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684178769766,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684179004126,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684197083573,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684197190572,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157684197349811,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690324965734,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690325784940,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690325842203,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690339736990,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690339909019,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690352557292,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690353109742,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690371099507,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690371107636,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690371193692,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_157690371950876,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160440043560363,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160440043628892,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160440043652852,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160440043886372,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160440044087140,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160440071150877,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160440089992107,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160440090024349,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447828223774,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447828445101,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447828977454,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447842932662,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447843121590,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447855814900,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447856012211,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447856331502,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160447875110748,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160785117402870,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160785117403510,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160785117703019,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160785132800749,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160785163737843,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160785164291446,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903094724462,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903095012717,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903095019942,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903095045019,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903095347428,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903095539956,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903109752676,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903110019372,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903122048733,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903122048876,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903140895669,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903141386597,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160903141673910,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160910610909619,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160910610971941,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160910610983260,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160910625950508,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160910657113374,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160928731097371,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160928745545051,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160928745834227,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160928758348717,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160928758454699,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160928776538868,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990067866028,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990068074358,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990068620075,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990082493214,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990082549677,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990082784692,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990083333413,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990083369691,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990095691108,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990095862195,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990114270557,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990114526964,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160990114826163,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996510295782,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996510820726,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996524976924,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996525197172,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996525272484,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996525292395,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996525492142,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996538342196,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_160996556696301,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161340122320308,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161340122381172,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161340135172532,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161340153777510,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161340154304861,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161340154342323,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161411780003572,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161411780201894,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161411780234037,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161411795172707,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161411807688541,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161411808053171,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161411826371893,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161411826673389,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161451911310198,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161451911531365,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161451911567669,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161451926275894,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161451926578979,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161451957505398,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462663146268,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462663200110,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462663633755,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462663658340,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462663953190,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462663965917,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462676581172,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462694623532,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161462695180205,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161478620596661,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161478620691310,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161478620953372,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161478635112677,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161478635645157,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161478648183205,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161478648486188,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161478666770340,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161548548032813,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161548548074781,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161548562978667,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161548575140148,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161548575291766,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161548575587100,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161864242612571,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161864256011683,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161864274011878,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161864274307821,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161864274635108,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161864274831221,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161864274856238,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161864274893083,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161883152673133,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161883152869275,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161883152899365,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161883167570742,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161883179859307,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161883198773532,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161883199519596,TRUE,FALSE
lu_adc_GSE123902_GSM3516673_161889595345717,TRUE,FALSE
