prob,Log2FC_cutoff,TPR,FPR,TNR,FNR,Precision,Recall,F1,Accuracy
0.31,0.75,0.424918011064365,0.0766872419572416,0.923312758042758,0.575081988935635,0.872406991770387,0.424918011064365,0.571485854310537,0.648014638609332
0.24,0.096,0.327922615695498,0.0528553325430242,0.947144667456976,0.672077384304502,0.884471050750536,0.327922615695498,0.47845525508108,0.605105215004575
0.35,0.398,0.482194322059165,0.0952050034746352,0.904794996525365,0.517805677940836,0.862066923304708,0.482194322059165,0.618456832087016,0.671363220494053
0.39,0.294,0.536721105111472,0.117033887912357,0.882966112087643,0.463278894888528,0.84982953055337,0.536721105111472,0.657922520912856,0.691710887465691
0.1,0.617,0.124391294265744,0.0183542492744144,0.981645750725585,0.875608705734256,0.893196955280685,0.124391294265744,0.218371085458405,0.508124428179323
0.37,0.974,0.503097359790638,0.107999836487757,0.892000163512243,0.496902640209362,0.851814459588311,0.503097359790638,0.632580806397867,0.677182067703568
0.08,0.618,0.0947427700665849,0.0154519069615337,0.984548093038466,0.905257229933415,0.883261272390364,0.0947427700665849,0.171129394166043,0.493046660567246
0.04,0.521,0.0416404412495445,0.00866614887789723,0.991333851122103,0.958359558750456,0.85568413886998,0.0416404412495445,0.0794162244124337,0.466752058554437
0.14,0.903,0.178586808891245,0.0277153251849732,0.972284674815027,0.821413191108755,0.888284725654968,0.178586808891245,0.297385260370697,0.533870082342178
0.18,0.637,0.238082618345646,0.0345828393900993,0.965417160609901,0.761917381654355,0.894684426739699,0.238082618345646,0.376085818942962,0.563659652333028
0.16,0.864,0.208467220989168,0.0302088868904059,0.969791113109594,0.791532779010833,0.894908987485779,0.208467220989168,0.338160616889223,0.549258920402562
0.2,0.585,0.267433000960678,0.0397334750439439,0.960266524956056,0.732566999039322,0.892537313432836,0.267433000960678,0.411551794453507,0.577566331198536
